"Adres";"Adres za NATem";"Adres NAT";"Opis1";"Opis2";"Opis3";"Opis4";"Opis5"
"172.31.6.0/24";"Nie";"";"";"";"";"";""
"172.31.7.0/24";"Nie";"";"";"";"";"";""
"172.31.8.0/24";"Nie";"";"";"";"";"";""
"172.31.9.0/24";"Nie";"";"";"";"";"";""
"172.31.10.0/24";"Nie";"";"";"";"";"";""
"172.31.11.0/24";"Nie";"";"";"";"";"";""
"172.31.12.0/24";"Nie";"";"";"";"";"";""
"172.31.13.0/24";"Nie";"";"";"";"";"";""
"172.31.14.0/24";"Nie";"";"";"";"";"";""
"172.31.15.0/24";"Nie";"";"";"";"";"";""
"172.31.16.0/24";"Nie";"";"";"";"";"";""
"172.31.17.0/24";"Nie";"";"";"";"";"";""
"172.31.18.0/24";"Nie";"";"";"";"";"";""
"172.31.19.0/24";"Nie";"";"";"";"";"";""
"172.31.20.0/24";"Nie";"";"";"";"";"";""
"172.31.21.0/24";"Nie";"";"";"";"";"";""
"172.31.22.0/24";"Nie";"";"";"";"";"";""
"172.31.23.0/24";"Nie";"";"";"";"";"";""
"172.31.24.0/24";"Nie";"";"";"";"";"";""
"172.31.25.0/24";"Nie";"";"";"";"";"";""
"172.31.26.0/24";"Nie";"";"";"";"";"";""
"172.31.27.0/24";"Nie";"";"";"";"";"";""
"172.31.28.0/24";"Nie";"";"";"";"";"";""
"172.31.29.0/24";"Nie";"";"";"";"";"";""
"172.31.30.0/24";"Nie";"";"";"";"";"";""
"172.31.31.0/24";"Nie";"";"";"";"";"";""
"172.31.32.0/24";"Nie";"";"";"";"";"";""
"172.31.33.0/24";"Nie";"";"";"";"";"";""
"172.31.34.0/24";"Nie";"";"";"";"";"";""
"172.31.35.0/24";"Nie";"";"";"";"";"";""
"172.31.36.0/24";"Nie";"";"";"";"";"";""
"172.31.37.0/24";"Nie";"";"";"";"";"";""
"172.31.38.0/24";"Nie";"";"";"";"";"";""
"172.31.39.0/24";"Nie";"";"";"";"";"";""
"172.31.40.0/24";"Nie";"";"";"";"";"";""
"172.31.41.0/24";"Nie";"";"";"";"";"";""
"172.31.42.0/24";"Nie";"";"";"";"";"";""
"172.31.43.0/24";"Nie";"";"";"";"";"";""
"172.31.44.0/24";"Nie";"";"";"";"";"";""
"172.31.45.0/24";"Nie";"";"";"";"";"";""
"172.31.46.0/24";"Nie";"";"";"";"";"";""
"172.31.47.0/24";"Nie";"";"";"";"";"";""
"172.31.48.0/24";"Nie";"";"";"";"";"";""
"172.31.49.0/24";"Nie";"";"";"";"";"";""
"172.31.50.0/24";"Nie";"";"";"";"";"";""
"172.31.51.0/24";"Nie";"";"";"";"";"";""
"172.31.52.0/24";"Nie";"";"";"";"";"";""
"172.31.53.0/24";"Nie";"";"";"";"";"";""
"172.31.54.0/24";"Nie";"";"";"";"";"";""
"172.31.55.0/24";"Nie";"";"";"";"";"";""
"172.31.56.0/24";"Nie";"";"";"";"";"";""
"172.31.57.0/24";"Nie";"";"";"";"";"";""
"172.31.58.0/24";"Nie";"";"";"";"";"";""
"172.31.59.0/24";"Nie";"";"";"";"";"";""
"172.31.60.0/24";"Nie";"";"";"";"";"";""
"172.31.61.0/24";"Nie";"";"";"";"";"";""
"172.31.62.0/24";"Nie";"";"";"";"";"";""
"172.31.63.0/24";"Nie";"";"";"";"";"";""
"172.31.64.0/24";"Nie";"";"";"";"";"";""
"172.31.65.0/24";"Nie";"";"";"";"";"";""
"172.31.66.0/24";"Nie";"";"";"";"";"";""
"172.31.67.0/24";"Nie";"";"";"";"";"";""
"172.31.68.0/24";"Nie";"";"";"";"";"";""
"172.31.69.0/24";"Nie";"";"";"";"";"";""
"172.31.70.0/24";"Nie";"";"";"";"";"";""
"172.31.71.0/24";"Nie";"";"";"";"";"";""
"172.31.72.0/24";"Nie";"";"";"";"";"";""
"172.31.73.0/24";"Nie";"";"";"";"";"";""
"172.31.74.0/24";"Nie";"";"";"";"";"";""
"172.31.76.0/24";"Nie";"";"";"";"";"";""
"172.31.77.0/24";"Nie";"";"";"";"";"";""
"172.31.78.0/24";"Nie";"";"";"";"";"";""
"172.31.79.0/24";"Nie";"";"";"";"";"";""
"172.31.80.0/24";"Nie";"";"";"";"";"";""
"172.31.81.0/24";"Nie";"";"";"";"";"";""
"172.31.82.0/24";"Nie";"";"";"";"";"";""
"172.31.83.0/24";"Nie";"";"";"";"";"";""
"172.31.84.0/24";"Nie";"";"";"";"";"";""
"172.31.85.0/24";"Nie";"";"";"";"";"";""
"172.31.87.0/24";"Nie";"";"";"";"";"";""
"172.31.88.0/24";"Nie";"";"";"";"";"";""
"172.31.89.0/24";"Nie";"";"";"";"";"";""
"172.31.90.0/24";"Nie";"";"";"";"";"";""
"172.31.91.0/24";"Nie";"";"";"";"";"";""
"172.31.92.0/24";"Nie";"";"";"";"";"";""
"172.31.93.0/24";"Nie";"";"";"";"";"";""
"172.31.94.0/24";"Nie";"";"";"";"";"";""
"172.31.95.0/24";"Nie";"";"";"";"";"";""
"172.31.96.0/24";"Nie";"";"";"";"";"";""
"172.31.97.0/24";"Nie";"";"";"";"";"";""
"172.31.98.0/24";"Nie";"";"";"";"";"";""
"172.31.99.0/24";"Nie";"";"";"";"";"";""
"172.31.100.0/24";"Nie";"";"";"";"";"";""
"172.31.101.0/24";"Nie";"";"";"";"";"";""
"172.31.102.0/24";"Nie";"";"";"";"";"";""
"172.31.103.0/24";"Nie";"";"";"";"";"";""
"172.31.104.0/24";"Nie";"";"";"";"";"";""
"172.31.105.0/24";"Nie";"";"";"";"";"";""
"172.31.106.0/24";"Nie";"";"";"";"";"";""
"172.31.107.0/24";"Nie";"";"";"";"";"";""
"172.31.108.0/24";"Nie";"";"";"";"";"";""
"172.31.109.0/24";"Nie";"";"";"";"";"";""
"172.31.110.0/24";"Nie";"";"";"";"";"";""
"172.31.111.0/24";"Nie";"";"";"";"";"";""
"172.31.112.0/24";"Nie";"";"";"";"";"";""
"172.31.113.0/24";"Nie";"";"";"";"";"";""
"172.31.114.0/24";"Nie";"";"";"";"";"";""
"172.31.115.0/24";"Nie";"";"";"";"";"";""
"172.31.116.0/24";"Nie";"";"";"";"";"";""
"172.31.117.0/24";"Nie";"";"";"";"";"";""
"172.31.118.0/24";"Nie";"";"";"";"";"";""
"172.31.119.0/24";"Nie";"";"";"";"";"";""
"172.31.120.0/24";"Nie";"";"";"";"";"";""
"172.31.121.0/24";"Nie";"";"";"";"";"";""
"172.31.122.0/24";"Nie";"";"";"";"";"";""
"172.31.123.0/24";"Nie";"";"";"";"";"";""
"172.31.124.0/24";"Nie";"";"";"";"";"";""
"172.31.125.0/24";"Nie";"";"";"";"";"";""
"172.31.126.0/24";"Nie";"";"";"";"";"";""
"172.31.127.0/24";"Nie";"";"";"";"";"";""
"172.31.129.0/24";"Nie";"";"";"";"";"";""
"172.31.130.0/24";"Nie";"";"";"";"";"";""
"172.31.131.0/24";"Nie";"";"";"";"";"";""
"172.31.132.0/24";"Nie";"";"";"";"";"";""
"172.31.133.0/24";"Nie";"";"";"";"";"";""
"172.31.134.0/24";"Nie";"";"";"";"";"";""
"172.31.135.0/24";"Nie";"";"";"";"";"";""
"172.31.136.0/24";"Nie";"";"";"";"";"";""
"172.31.137.0/24";"Nie";"";"";"";"";"";""
"172.31.138.0/24";"Nie";"";"";"";"";"";""
"172.31.139.0/24";"Nie";"";"";"";"";"";""
"172.31.140.0/24";"Nie";"";"";"";"";"";""
"172.31.141.0/24";"Nie";"";"";"";"";"";""
"172.31.142.0/24";"Nie";"";"";"";"";"";""
"172.31.143.0/24";"Nie";"";"";"";"";"";""
"172.31.144.0/24";"Nie";"";"";"";"";"";""
"172.31.145.0/24";"Nie";"";"";"";"";"";""
"172.31.146.0/24";"Nie";"";"";"";"";"";""
"172.31.147.0/24";"Nie";"";"";"";"";"";""
"172.31.148.0/24";"Nie";"";"";"";"";"";""
"172.31.149.0/24";"Nie";"";"";"";"";"";""
"172.31.150.0/24";"Nie";"";"";"";"";"";""
"172.31.151.0/24";"Nie";"";"";"";"";"";""
"172.31.152.0/24";"Nie";"";"";"";"";"";""
"172.31.153.0/24";"Nie";"";"";"";"";"";""
"172.31.154.0/24";"Nie";"";"";"";"";"";""
"172.31.155.0/24";"Nie";"";"";"";"";"";""
"172.31.156.0/24";"Nie";"";"";"";"";"";""
"172.31.157.0/24";"Nie";"";"";"";"";"";""
"172.31.158.0/24";"Nie";"";"";"";"";"";""
"172.31.159.0/24";"Nie";"";"";"";"";"";""
"172.31.160.0/24";"Nie";"";"";"";"";"";""
"172.31.161.0/24";"Nie";"";"";"";"";"";""
"172.31.162.0/24";"Nie";"";"";"";"";"";""
"172.31.163.0/24";"Nie";"";"";"";"";"";""
"172.31.164.0/24";"Nie";"";"";"";"";"";""
"172.31.165.0/24";"Nie";"";"";"";"";"";""
"172.31.166.0/24";"Nie";"";"";"";"";"";""
"172.31.167.0/24";"Nie";"";"";"";"";"";""
"172.31.168.0/24";"Nie";"";"";"";"";"";""
"172.31.169.0/24";"Nie";"";"";"";"";"";""
"172.31.170.0/24";"Nie";"";"";"";"";"";""
"172.31.171.0/24";"Nie";"";"";"";"";"";""
"172.31.172.0/24";"Nie";"";"";"";"";"";""
"172.31.173.0/24";"Nie";"";"";"";"";"";""
"172.31.174.0/24";"Nie";"";"";"";"";"";""
"172.31.175.0/24";"Nie";"";"";"";"";"";""
"172.31.176.0/24";"Nie";"";"";"";"";"";""
"172.31.177.0/24";"Nie";"";"";"";"";"";""
"172.31.178.0/24";"Nie";"";"";"";"";"";""
"172.31.179.0/24";"Nie";"";"";"";"";"";""
"172.31.180.0/24";"Nie";"";"";"";"";"";""
"172.31.181.0/24";"Nie";"";"";"";"";"";""
"172.31.182.0/24";"Nie";"";"";"";"";"";""
"172.31.183.0/24";"Nie";"";"";"";"";"";""
"172.31.184.0/24";"Nie";"";"";"";"";"";""
"172.31.185.0/24";"Nie";"";"";"";"";"";""
"172.31.186.0/24";"Nie";"";"";"";"";"";""
"172.31.187.0/24";"Nie";"";"";"";"";"";""
"172.31.188.0/24";"Nie";"";"";"";"";"";""
"172.31.189.0/24";"Nie";"";"";"";"";"";""
"172.31.190.0/24";"Nie";"";"";"";"";"";""
"172.31.191.0/24";"Nie";"";"";"";"";"";""
"172.31.192.0/24";"Nie";"";"";"";"";"";""
"172.31.193.0/24";"Nie";"";"";"";"";"";""
"172.31.194.0/24";"Nie";"";"";"";"";"";""
"172.31.195.0/24";"Nie";"";"";"";"";"";""
"172.31.196.0/24";"Nie";"";"";"";"";"";""
"172.31.197.0/24";"Nie";"";"";"";"";"";""
"172.31.198.0/24";"Nie";"";"";"";"";"";""
"172.31.199.0/24";"Nie";"";"";"";"";"";""
"172.31.200.0/24";"Nie";"";"";"";"";"";""
"172.31.201.0/24";"Nie";"";"";"";"";"";""
"172.31.202.0/24";"Nie";"";"";"";"";"";""
"172.31.203.0/24";"Nie";"";"";"";"";"";""
"172.31.204.0/24";"Nie";"";"";"";"";"";""
"172.31.205.0/24";"Nie";"";"";"";"";"";""
"172.31.206.0/24";"Nie";"";"";"";"";"";""
"172.31.207.0/24";"Nie";"";"";"";"";"";""
"172.31.208.0/24";"Nie";"";"";"";"";"";""
"172.31.209.0/24";"Nie";"";"";"";"";"";""
"172.31.210.0/24";"Nie";"";"";"";"";"";""
"172.31.211.0/24";"Nie";"";"";"";"";"";""
"172.31.212.0/24";"Nie";"";"";"";"";"";""
"172.31.213.0/24";"Nie";"";"";"";"";"";""
"172.31.214.0/24";"Nie";"";"";"";"";"";""
"172.31.215.0/24";"Nie";"";"";"";"";"";""
"172.31.216.0/24";"Nie";"";"";"";"";"";""
"172.31.217.0/24";"Nie";"";"";"";"";"";""
"172.31.218.0/24";"Nie";"";"";"";"";"";""
"172.31.219.0/24";"Nie";"";"";"";"";"";""
"172.31.220.0/24";"Nie";"";"";"";"";"";""
"172.31.221.0/24";"Nie";"";"";"";"";"";""
"172.31.222.0/24";"Nie";"";"";"";"";"";""
"172.31.223.0/24";"Nie";"";"";"";"";"";""
"172.31.224.0/24";"Nie";"";"";"";"";"";""
"172.31.225.0/24";"Nie";"";"";"";"";"";""
"172.31.226.0/24";"Nie";"";"";"";"";"";""
"172.31.227.0/24";"Nie";"";"";"";"";"";""
"172.31.228.0/24";"Nie";"";"";"";"";"";""
"172.31.229.0/24";"Nie";"";"";"";"";"";""
"172.31.230.0/24";"Nie";"";"";"";"";"";""
"172.31.231.0/24";"Nie";"";"";"";"";"";""
"172.31.232.0/24";"Nie";"";"";"";"";"";""
"172.31.233.0/24";"Nie";"";"";"";"";"";""
"172.31.234.0/24";"Nie";"";"";"";"";"";""
"172.31.235.0/24";"Nie";"";"";"";"";"";""
"172.31.236.0/24";"Nie";"";"";"";"";"";""
"172.31.237.0/24";"Nie";"";"";"";"";"";""
"172.31.238.0/24";"Nie";"";"";"";"";"";""
"172.31.239.0/24";"Nie";"";"";"";"";"";""
"172.31.240.0/24";"Nie";"";"";"";"";"";""
"172.31.241.0/24";"Nie";"";"";"";"";"";""
"172.31.242.0/24";"Nie";"";"";"";"";"";""
"172.31.243.0/24";"Nie";"";"";"";"";"";""
"172.31.244.0/24";"Nie";"";"";"";"";"";""
"172.31.245.0/24";"Nie";"";"";"";"";"";""
"172.31.246.0/24";"Nie";"";"";"";"";"";""
"172.31.247.0/24";"Nie";"";"";"";"";"";""
"172.31.248.0/24";"Nie";"";"";"";"";"";""
"172.31.249.0/24";"Nie";"";"";"";"";"";""
"172.31.250.0/24";"Nie";"";"";"";"";"";""
"172.31.251.0/24";"Nie";"";"";"";"";"";""
"172.31.252.0/24";"Nie";"";"";"";"";"";""
"172.31.253.0/24";"Nie";"";"";"";"";"";""
"172.31.254.0/24";"Nie";"";"";"";"";"";""
"172.31.255.0/24";"Nie";"";"";"";"";"";""
"172.31.0.0/24";"Nie";"";"SBC mobile B2B pool Warszawa  ";"";"";"";""
"172.31.128.0/24";"Nie";"";"SBC mobile B2B pool Katowice";"";"";"";""
"10.16.205.192/26";"Nie";"";"FuW MAN DCB new";"";"";"";""
"172.18.0.0/21";"Nie";"";"RI na MX";"";"";"";""
"172.16.0.0/16";"Nie";"";"klasa B";"";"";"";""
"172.18.138.144/32";"Nie";"";"SPGW-KAT02 SCTP-GX-LOOPBACK01";"";"";"";""
"172.18.1.0/24";"Nie";"";"SGI GPRS Warszawa Kal";"";"";"";""
"172.16.151.0/24";"Nie";"";"Gn DNS GPRS";"";"";"";""
"172.16.152.0/24";"Nie";"";"F5 GDA";"";"";"";""
"172.16.153.0/24";"Nie";"";"F5 POZ";"";"";"";""
"172.16.154.0/24";"Nie";"";"F5 KAL";"";"";"";""
"172.16.155.0/24";"Nie";"";"F5 KAZ";"";"";"";""
"172.16.156.0/24";"Nie";"";"F5 KAT";"";"";"";""
"172.16.157.0/24";"Nie";"";"F5 KRA";"";"";"";""
"172.18.8.0/22";"Nie";"";"RI na MX";"";"";"";""
"172.18.8.0/24";"Nie";"";"";"";"";"";""
"172.18.126.0/24";"Nie";"";"LTE EPC Core  KRAKOW";"";"";"";""
"172.18.127.0/24";"Nie";"";"LTE EPC Core  WAR extension";"";"";"";""
"172.18.128.0/24";"Nie";"";"LTE EPC Core WROCŁAW";"";"";"";""
"172.18.129.0/24";"Nie";"";"LTE EPC Core MME SGSN SIGTRAN VRF BBSWITCH";"";"";"";""
"172.18.131.0/24";"Nie";"";"LTE EPC Core  LAB extension";"";"";"";""
"172.18.9.0/24";"Nie";"";"ePDG Warszawa";"";"";"";""
"172.18.122.0/24";"Nie";"";"LTE EPC Core  WAR extension";"SPGW";"";"";""
"172.18.135.0/24";"Nie";"";"LTE EPC Core WROCLAW SGSN";"";"";"";""
"172.18.137.0/24";"Nie";"";"LTE EPC Core GDAŃSK SGSN ";"";"";"";""
"172.18.130.0/24";"Nie";"";"LTE EPC Core  POZNAN";"SPGW-POZ02";"";"";""
"172.18.124.0/24";"Nie";"";"LTE EPC Core WROCLAW";"";"";"";""
"172.18.125.0/24";"Nie";"";"LTE EPC Core WROCLAW";"";"";"";""
"172.18.132.0/24";"Nie";"";"SPGW-LOD01 connectivity & loopbacks";"";"";"";""
"172.18.133.0/24";"Nie";"";"SPGW-KAT03 connectivity & loopbacks";"";"";"";""
"172.18.123.0/24";"Nie";"";"SPGW-LOD02 connectivity & loopbacks";"";"";"";""
"126.198.130.224/28";"Nie";"";"Styk do PLI CBD Katowice";"";"";"";""
"172.16.252.0/24";"Nie";"";"ALU FemtoGW Presence Server";"";"";"";""
"172.18.10.0/24";"Nie";"";"MMS-MIG na styk do MX ";"";"";"";""
"126.198.202.0/25";"Nie";"";"IN ZTE Prepaid 2 KEN";"";"";"";""
"126.198.202.128/25";"Nie";"";"IN ZTE Prepaid 2 Kazimierzowska";"";"";"";""
"172.18.2.0/24";"Nie";"";"Gn War Kaliska";"";"";"";""
"172.18.3.0/24";"Nie";"";"Gn War Kazimierzowska";"";"";"";""
"172.18.4.0/24";"Nie";"";"S1-DEC War Kaliska";"";"";"";""
"172.18.5.0/24";"Nie";"";"S1-DEC War Kazimierzowska";"";"";"";""
"172.18.7.0/24";"Nie";"";"Iu-UP War Kazimierzowska";"";"";"";""
"172.18.11.0/24";"Nie";"";"APN Hybrid";"";"";"";""
"172.18.76.0/24";"Nie";"";"Networks! Security Gateways";"";"";"";""
"172.18.136.144/32";"Nie";"";"SPGW-KRA02 SCTP-GX-LOOPBACK01";"";"";"";""
"172.18.134.144/32";"Nie";"";"SPGW-GDA02 SCTP-GX-LOOPBACK01";"";"";"";""
"126.198.130.192/27";"Nie";"";"Styk do CPD Lodz";"";"";"";""
"126.198.203.0/29";"Nie";"";"IN ZTE Prepaid 2 KEN LAN";"";"";"";""
"172.18.120.0/24";"Nie";"";"LTE EPC Warszawa";"APN ecs-kal-tb";"";"";""
"172.18.22.0/24";"Nie";"";"VRF DCB_SRX EPC ECS interconnect";"";"";"";""
"172.18.107.0/24";"Nie";"";"SGi IMS Poznań";"SPGW-POZ02";"";"";""
"126.198.203.8/29";"Nie";"";"TAS Ut Internal";"";"";"";""
"126.198.203.16/28";"Nie";"";"Roamfix LAN";"";"";"";""
"172.18.90.0/24";"Nie";"";"IMS fix Warszawa #1";"";"";"";""
"172.18.91.0/24";"Nie";"";"IMS fix Warszawa #2";"";"";"";""
"172.18.92.0/24";"Nie";"";"IMS fix Warszawa #3";"";"";"";""
"172.18.96.0/24";"Nie";"";"IMS fix Poznań #2";"";"";"";""
"172.18.97.0/24";"Nie";"";"IMS fix Poznań #3";"";"";"";""
"172.18.98.0/24";"Nie";"";"IMS fix Poznań #4";"";"";"";""
"172.18.99.0/24";"Nie";"";"IMS fix Poznań #5";"";"";"";""
"172.18.100.0/24";"Nie";"";"RESERVED / IMS";"";"";"";""
"172.18.108.0/24";"Nie";"";"SGi XCAP Poznań";"SPGW-POZ02";"";"";""
"172.18.109.0/24";"Nie";"";"SGi IMS Warszawa Kaliska";"SPGW-WAR04";"";"";""
"172.18.110.0/24";"Nie";"";"SGi XCAP Warszawa Kaliska";"SPGW-WAR04";"";"";""
"172.18.113.0/24";"Nie";"";"SGi IMS Gdańsk SPGW-GDA02";"";"";"";""
"172.18.102.0/24";"Nie";"";"Reserved VeLTE ";"";"";"";""
"172.18.101.0/24";"Nie";"";"SGi XCAP Warszawa Kaliska";"";"";"";""
"172.18.114.0/24";"Nie";"";"SGi XCAP Gdańsk SPGW-GDA02";"";"";"";""
"172.18.115.0/24";"Nie";"";"SGi IMS Katowice SPGW-KAT02";"";"";"";""
"172.18.116.0/24";"Nie";"";"SGi XCAP Katowice SPGW-KAT02";"";"";"";""
"172.18.112.0/24";"Nie";"";"SGi XCAP Kraków SPGW-KRA02";"";"";"";""
"172.18.103.0/24";"Nie";"";"SGi IMS Warszawa Kazimierzowska SPGW-WAR03";"";"";"";""
"172.18.104.0/24";"Nie";"";"SGi XCAP Warszawa Kazimierzowska SPGW-WAR03";"";"";"";""
"10.128.0.0/13";"Nie";"";"SPGW-POZ02 APN IMS";"";"";"";""
"10.136.0.0/13";"Nie";"";"SPGW-KAT02 internet";"";"";"";""
"10.144.0.0/13";"Nie";"";"SPGW-WAR04 APN IMS ";"";"";"";""
"10.152.0.0/13";"Nie";"";"SPGW-KAT02 internet";"";"";"";""
"172.18.117.0/24";"Nie";"";"SGi IMS KEN SPGW-WAR05";"";"";"";""
"172.18.119.0/24";"Nie";"";"SGi IMS Warszawa Obrzeżna ASR-LAB-OBR";"";"";"";""
"126.198.203.128/25";"Nie";"";"PCRF Barbary LAN";"";"";"";""
"172.18.32.0/19";"Nie";"";"RI na MX";"";"";"";""
"126.198.203.32/29";"Nie";"";"Roamfix";"";"";"";""
"126.198.203.40/29";"Nie";"";"PCRF Barbary WAN";"";"";"";""
"172.16.95.0/24";"Nie";"";"MIG KRA VIP";"";"";"";""
"172.16.96.0/24";"Nie";"";"MIG KRA Prod";"";"";"";""
"126.198.204.0/27";"Nie";"";"DMZ_SIS_LDAP_KAT";"";"";"";""
"172.18.37.0/24";"Nie";"";"";"";"";"";""
"172.18.52.0/24";"Nie";"";"";"";"";"";""
"172.18.53.0/24";"Nie";"";"";"";"";"";""
"126.198.204.32/28";"Nie";"";"Pop_music DMZ ";"";"";"";""
"126.198.204.48/29";"Nie";"";"Pop_music Interconnect";"";"";"";""
"126.198.204.64/28";"Nie";"";"SQI DMZ";"";"";"";""
"126.198.144.16/28";"Nie";"";"TIS-ESM";"";"";"";""
"172.28.0.0/24";"Nie";"";"Kotor";"CloudFW";"połączeniówka";"";""
"172.18.40.0/24";"Nie";"";"SGI Poznan";"";"";"";""
"172.18.32.0/24";"Nie";"";"SGI Kraków";"";"";"";""
"172.18.33.0/24";"Nie";"";"Gn Kraków";"";"";"";""
"172.18.34.0/24";"Nie";"";"S1-DEC Kraków";"";"";"";""
"172.18.35.0/24";"Nie";"";"Iu-UP Kraków";"";"";"";""
"172.18.36.0/24";"Nie";"";"Radius F5 Kraków";"UCS/CAR Kraków";"NAS Kraków";"";""
"172.18.41.0/24";"Nie";"";"Gn Poznan";"";"";"";""
"172.18.42.0/24";"Nie";"";"S1-DEC Poznan";"";"";"";""
"172.18.43.0/24";"Nie";"";"Iu-UP Poznan";"";"";"";""
"172.18.0.0/24";"Nie";"";"SGI GPRS Warszawa Kal";"";"";"";""
"172.18.6.0/24";"Nie";"";"Iu-UP War Kaliska";"";"";"";""
"172.18.80.0/24";"Nie";"";"Hybryda WAW-KAZ";"";"";"";""
"172.18.81.0/24";"Nie";"";"Hybryda WAW-KAZ";"";"";"";""
"172.18.82.0/24";"Nie";"";"HYBRYDA WAW-KAL";"";"";"";""
"172.18.83.0/24";"Nie";"";"HYBRYDA WAW-KAL";"";"";"";""
"172.18.196.192/27";"Nie";"";"Siec dla DZSP na WARN47-SRX01";"";"";"";""
"126.198.203.64/29";"Nie";"";"TAURON-SLA WAN";"";"";"";""
"126.198.203.48/28";"Nie";"";"TAURON-SLA LAN";"";"";"";""
"172.18.79.0/24";"Nie";"";"IMS fix Warszawa LAB OB7 #2";"";"";"";""
"172.18.78.0/24";"Nie";"";"IMS fix Warszawa LAB OB7#1";"";"";"";""
"172.18.49.0/24";"Nie";"";"Gn Gdańsk";"";"";"";""
"172.18.50.0/24";"Nie";"";"S1-DEC Gdańsk";"";"";"";""
"172.18.56.0/24";"Nie";"";"SGI Katowice";"";"";"";""
"172.18.57.0/24";"Nie";"";"Gn Katowice";"";"";"";""
"172.18.58.0/24";"Nie";"";"S1-DEC Katowice";"";"";"";""
"172.18.59.0/24";"Nie";"";"Iu-UP Katowice";"";"";"";""
"172.18.44.0/24";"Nie";"";"ePDG Poznan";"";"";"";""
"172.18.61.0/24";"Nie";"";"Gn Wrocław";"";"";"";""
"172.18.62.0/24";"Nie";"";"VPN Wrocław";"";"";"";""
"172.18.55.0/24";"Nie";"";"pula APN ipv4srxtb";"";"";"";""
"172.18.54.0/24";"Nie";"";"TS L2 konsolidation ";"";"";"";""
"172.18.45.0/24";"Nie";"";"SGI internet Lodz";"";"";"";""
"172.18.46.0/24";"Nie";"";"SGI vpn Lodz";"";"";"";""
"172.18.47.0/24";"Nie";"";"Gn Lodz";"";"";"";""
"126.198.204.56/29";"Nie";"";"ISEP-TB-WAN";"";"";"";""
"172.18.48.0/24";"Nie";"";"SGI Gdańsk";"";"";"";""
"172.18.51.0/24";"Nie";"";"Iu-UP Gdańsk";"";"";"";""
"126.198.240.248/29";"Nie";"";"F5 Failover";"";"";"";""
"10.64.0.0/12";"Nie";"";"SPGW-WAR03 internet";"";"";"";""
"126.198.205.0/24";"Nie";"";"AES Produkcja";"";"";"";""
"10.96.0.0/12";"Nie";"";"SPGW-POZ02 internet";"";"";"";""
"172.18.77.0/24";"Nie";"";"Networks! Security Gateways";"";"";"";""
"126.198.144.32/28";"Nie";"";"IMS-Testbed";"";"";"";""
"126.198.204.80/28";"Nie";"";"PCRF KEN LAN";"";"";"";""
"126.198.204.96/28";"Nie";"";"PCRF internal KEN";"";"";"";""
"126.198.204.112/28";"Nie";"";"PCRF internal Barbary";"";"";"";""
"126.198.203.72/29";"Nie";"";"PCRF KEN prod wan";"";"";"";""
"126.198.203.80/29";"Nie";"";"PCRF KEN prod BA";"";"";"";""
"172.16.109.0/24";"Nie";"";"MIG Kordeckiego";"";"";"";""
"126.198.204.128/29";"Nie";"";"GN KEN WARKEN-BA3/BA4";"";"";"";""
"126.198.204.136/29";"Nie";"";"GN KEN WARKEN-BA1/BA2";"";"";"";""
"172.16.110.0/24";"Nie";"";"MIG KOR VIP";"";"";"";""
"172.16.111.0/24";"Nie";"";"MIG APNs";"";"";"";""
"126.198.204.144/28";"Nie";"";"PCRF DATA prod";"";"";"";""
"126.198.208.0/24";"Nie";"";"TIS Prod";"";"";"";""
"10.11.197.0/24";"Nie";"";"HSS ETL (vrf IPWAN)";"";"";"";""
"172.16.158.0/24";"Nie";"";"F5 Kordeckiego VIP";"";"";"";""
"126.198.209.0/25";"Nie";"";"mVAS Testbed 2";"zone Trust";"";"";""
"126.198.209.128/27";"Nie";"";"mVAS Testbed 2";"zone DMZ";"";"";""
"126.198.209.216/29";"Nie";"";"mVAS Testbed 2";"Interconnect 2";"";"";""
"126.198.241.0/24";"Nie";"";"F5 VAS source NAT";"";"";"";""
"126.198.240.0/24";"Nie";"";"F5 VAS VIP";"";"";"";""
"126.198.210.0/24";"Nie";"";"mVAS Barbary";"";"";"";""
"126.198.211.0/24";"Nie";"";"mVAS Barbary";"";"";"";""
"126.198.212.0/24";"Nie";"";"mVAS Łódź";"";"";"";""
"126.198.213.0/24";"Nie";"";"mVAS Łódź";"";"";"";""
"126.198.160.136/29";"Nie";"";"";"";"";"";""
"126.198.160.144/29";"Nie";"";"";"";"";"";""
"126.198.160.152/29";"Nie";"";"";"";"";"";""
"126.198.160.160/29";"Nie";"";"";"";"";"";""
"126.198.160.168/29";"Nie";"";"";"";"";"";""
"126.198.160.176/29";"Nie";"";"";"";"";"";""
"126.198.160.184/29";"Nie";"";"";"";"";"";""
"126.198.160.192/29";"Nie";"";"";"";"";"";""
"126.198.160.200/29";"Nie";"";"";"";"";"";""
"126.198.160.56/29";"Nie";"";"AES_NET_FWI_POZ";"";"";"";""
"126.198.160.96/28";"Nie";"";"AES_NET_2_F5_2";"";"";"";""
"126.198.160.80/28";"Nie";"";"AES_NET_2_F5_2";"";"";"";""
"126.198.240.0/23";"Nie";"";"Interconnect F5 VIP";"";"";"";""
"126.198.148.0/26";"Nie";"";"WCO_KAZ_NEW_Service";"";"";"";""
"126.198.139.192/26";"Nie";"";"ISEP-TB-LAN";"";"";"";""
"10.224.0.0/12";"Nie";"";"SPGW-KRA02 internet";"";"";"";""
